file,...1,Area,Mean,Min,Max,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret,susp,num
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,5,20890.584,119.454,31,160,2299.305,347.81,1577,453,174.65,192.125,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,6,8523.262,120.924,45,160,1260.712,179.96,1088,485,156.714,136.118,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,7,2036.958,129.423,58,160,465.187,91.995,999,451,162.801,68.822,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,8,353.54,142.297,118,160,83.32,27.201,1093,602,67.38,21.753,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,9,508.966,140.086,109,160,109.803,34.318,286,636,142.431,26.155,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,10,2212.086,137.186,89,160,564.064,114.702,66,732,128.333,66.065,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,11,973.055,136.242,82,160,192.869,58.034,959,745,152.049,28.824,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,12,4923.286,130.498,72,160,870.369,165.978,1405,795,149.718,102.036,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,13,488.169,145.639,118,160,138.633,48.364,1361,865,38.853,19.768,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,14,380.903,144.756,119,160,120.37,36.617,1331,840,143.13,25.434,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,15,938.029,135.211,96,160,176.234,46.436,1584,1009,104.349,36.617,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,16,1705.309,114.694,47,160,210.834,65.05,495,1132,152.199,45.528,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,17,577.922,144.511,112,160,168.224,43.313,417,1160,52.853,27.195,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,18,897.531,114.427,74,160,144.656,45.89,523,1186,155.772,34.03,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,19,2628.015,123.497,56,160,457.641,101.762,395,1205,165.107,64.44,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,20,901.909,137.9,74,160,257.313,54.292,523,1239,25.084,37.729,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,21,1278.435,125.848,78,160,255.431,68.204,730,1275,69.341,38.432,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,22,665.486,137.457,68,160,167.716,52.571,294,1298,47.42,29.933,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,23,3584.652,133.016,86,160,539.227,120.745,586,1354,27.897,72.541,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,24,360.107,143.626,118,160,88.73,29.757,323,1316,10.125,20.845,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,25,3495.993,116.368,39,160,435.237,114.171,399,1308,117.269,62.105,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,26,1301.42,134.812,91,160,297.83,63.741,774,1310,113.199,42.498,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,27,770.563,137.72,103,160,188.894,46.998,704,1353,16.821,33.564,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,28,863.6,134.309,89,160,179.15,50.792,476,1346,122.381,36.495,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,29,445.482,140.749,110,160,96.487,31.386,395,1422,36.87,23.017,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,30,462.995,133.314,95,160,103.018,31.819,501,1423,9.462,25.837,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,31,732.254,127.33,81,160,139.245,47.079,812,1415,143.13,27.372,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,32,511.155,142.463,100,160,157.867,40.425,78,1452,10.437,27.993,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,33,25068.482,121.306,32,160,3206.261,348.423,1497,1746,65.898,277.2,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,34,343.689,141.28,106,160,116.588,37.254,499,1452,128.157,18.104,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,35,1668.094,125.189,55,160,336.658,71.242,59,1489,150.046,55.541,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,36,542.897,134.823,84,160,143.43,36.437,639,1507,39.174,26.798,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,37,5407.078,133.292,66,160,1010.841,176.868,1174,1658,79.089,91.348,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,38,825.291,132.721,85,160,209.713,65.703,2123,1518,127.235,28.32,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,39,525.384,130.738,91,160,113.988,35.786,822,1554,52.125,24.259,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,40,614.043,141.56,95,160,124.599,41.388,74,1584,69.274,24.126,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,41,422.496,143.668,116,160,131.743,32.685,619,1581,50.194,26.201,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,42,407.173,135.409,96,160,121.132,39.838,1210,1612,60.068,20.021,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,43,615.137,113.249,66,160,109.759,39.327,197,1618,28.61,23.818,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,44,566.977,144.728,113,160,195.679,55.803,289,1600,96.459,25.712,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,45,623.894,127.316,87,160,121.386,39.215,611,1654,80.789,30.313,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,46,354.634,148.531,132,160,131.384,35.709,230,1618,95.042,21.055,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,47,404.984,140.838,92,160,128.276,37.019,829,1720,42.709,23.216,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,48,371.052,139.755,96,160,129.142,33.495,222,1725,128.66,21.454,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,49,372.147,142.153,105,160,113.375,31.888,177,1726,131.009,25.206,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,50,541.802,123.661,80,160,112.508,35.709,295,1737,5.042,22.382,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,51,377.62,144.307,102,160,151.844,34.27,702,1743,12.339,22.869,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,52,766.185,128.873,67,160,157.613,51.093,9,1792,42.51,28.661,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,53,804.494,135.265,90,160,185.322,57.57,1844,1820,70.907,31.964,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,54,363.391,134.03,106,160,74.906,25.153,720,1805,16.928,20.103,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,55,1264.205,123.34,71,160,216.034,65.52,214,1879,70.408,40.133,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,56,1345.202,132.656,85,160,304.826,95.944,681,1889,25.168,28.06,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,57,895.342,130.577,88,160,157.972,43.085,1344,1872,29.055,34.258,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,58,869.073,128.844,74,160,141.951,45.181,1916,1848,132.184,32.813,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,59,956.637,136.354,90,160,215.272,57.456,937,1894,10.491,33.274,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,60,705.985,130.887,88,160,141.443,42.394,1639,1901,164.249,30.45,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,61,1349.58,138.876,99,160,289.968,68.772,1593,1976,56.793,44.746,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,62,1419.632,139.045,90,160,237.361,58.447,1357,1945,135.725,44.789,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,63,343.689,145.025,121,160,119.547,37.91,1806,1940,129.401,21.266,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,64,939.124,127.205,76,160,150.426,46.893,1083,1942,128.66,33.855,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,65,488.169,133.964,90,160,123.224,34.778,1803,1970,111.161,26.721,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,66,441.104,135.238,97,160,105.723,29.757,819,1990,10.125,24.176,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,67,984.001,125.758,61,160,184.709,50.327,1132,2031,69.305,38.8,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,68,362.296,134.26,96,160,90.928,27.462,1184,2018,49.635,20.924,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,69,549.464,135.564,81,160,139.245,44.387,963,2011,98.13,22.901,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,70,340.405,141.765,110,160,108.831,38.582,569,2031,167.471,18.777,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,71,458.617,144.912,113,160,137.258,43.953,1003,2097,51.766,20.241,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,72,618.421,139.784,93,160,180.165,47.079,1795,2069,126.87,24.858,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,73,3548.532,121.625,46,160,449.779,99.472,1848,2156,67.751,80.642,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,74,492.548,128.062,86,160,122.865,35.816,1187,2071,96.71,25.463,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,75,460.806,146.665,125,160,122.865,39.271,412,2074,131.76,19.438,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,76,966.488,127.511,72,160,178.178,54.983,1108,2181,68.806,35.821,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,77,470.657,137.891,102,160,99.192,36.602,1335,2188,59.036,19.843,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-10-1-results.csv,78,542.897,132.325,96,160,102.764,35.54,2167,2172,137.386,23.978,100Si,10
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,1,5664.331,95.181,24,137,551.072,149.233,128,17,135.855,92.078,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,2,10001.86,107.082,23,137,1421.413,252.853,1826,13,166.31,118.425,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,3,344.721,115.201,82,137,95.16,31.06,31,14,120.466,20.609,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,4,1076.322,112.509,79,137,198.464,58.966,985,23,124.114,35.359,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,5,4726.889,102.919,23,137,514.675,142.125,755,114,74.578,70.166,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,6,523.281,123.934,93,137,127.802,45.452,344,85,75.964,20.092,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,7,359.601,115.297,73,137,93.855,34.681,394,75,50.528,22.627,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,8,853.122,109.328,67,137,179.342,67.643,1169,136,24.775,24.564,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,9,2353.525,109.718,58,137,342.554,93.645,1121,168,42.274,57.124,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,10,622.481,116.773,94,137,115.744,43.869,1338,148,68.962,22.324,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,11,337.281,109.463,84,137,71.966,30.087,1361,179,42.879,16.703,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,12,1411.123,113.077,61,137,301.069,84.41,256,233,75.964,39.701,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,13,6780.334,60.398,0,137,353.084,112.519,911,192,136.701,88.433,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,14,406.721,112.86,80,137,91.628,29.038,1244,218,49.399,23.818,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,15,7812.016,79.718,8,137,776.736,167.995,1460,214,96.459,109.185,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,16,12385.145,103.432,32,137,1253.075,257.773,1625,368,63.905,136.536,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,17,1304.483,102.47,41,137,207.372,66.441,410,262,58.57,31.833,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,18,674.561,95.452,63,137,101.999,36.255,1154,265,145.62,28.171,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,19,357.121,110.597,85,137,75.498,25.829,987,297,52.431,21.128,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,20,431.521,107.431,76,136,85.487,29.038,1411,316,40.601,22.047,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,21,466.241,117.718,88,137,112.054,37.433,922,327,67.751,26.727,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,22,1619.443,80.519,29,137,174.888,60.358,1482,314,97.496,44.094,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,23,8007.936,98.721,23,137,1065.207,194.059,363,319,105.051,108.364,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,24,2852.006,89.631,18,137,329.415,98.661,1735,378,61.39,55.218,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,25,414.161,123.635,90,137,115.362,42.984,1554,352,8.427,18.752,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,26,37346.395,94.141,3,137,3562.896,489.665,1103,549,32.923,312.05,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,27,952.322,98.852,57,137,161.907,45.913,1464,378,22.166,39.976,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,28,1039.122,100.427,34,137,164.517,46.822,284,387,160.346,40.295,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,29,21970.364,97.197,23,137,2339.09,459.575,745,398,147.454,182.689,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,30,2244.404,89.713,35,137,260.375,105.805,618,493,85.732,35.587,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,31,533.201,121.856,85,137,160.062,59.28,1353,459,39.611,26.404,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,32,3945.688,91.489,15,137,518.206,140.59,1892,504,48.633,72.861,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,33,394.321,119.327,87,136,92.933,30.251,1381,441,141.34,22.535,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,34,10056.42,105.052,22,137,1265.133,190.941,2109,573,65.126,129.942,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,35,1480.563,86.441,39,137,155.766,54.302,1345,490,16.858,37.795,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,36,1190.402,116.517,82,137,266.358,72.953,2015,535,166.264,38.766,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,37,513.361,101.348,61,137,92.01,31.692,851,546,26.565,25.197,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,38,915.122,106.192,60,137,134.8,41.606,943,575,60.524,36.22,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,39,2904.086,86.73,19,137,334.028,97.917,513,566,152.199,61.001,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,40,3625.767,85.05,4,137,471.885,117.056,814,573,146.524,66.813,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,41,446.401,115.917,84,137,92.01,30.087,913,575,137.121,25.149,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,42,753.922,102.283,70,137,121.121,38.446,1826,636,34.992,31.74,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,43,458.801,98.973,57,137,87.015,29.88,658,632,18.435,23.385,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,44,530.721,111.981,82,137,109.985,39.871,309,629,9.09,21.761,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,45,394.321,119.975,84,137,109.445,39.496,1552,629,156.501,20.424,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,46,788.642,105.623,62,137,136.711,46.822,784,669,70.346,31.884,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,47,443.921,112.045,89,137,90.323,31.887,1672,658,147.095,23.162,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,48,1066.402,116.867,69,137,189.173,55.655,1669,670,115.115,39.564,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,49,419.121,115.278,85,137,100.536,37.433,192,679,104.621,17.158,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,50,362.081,116.247,84,137,87.174,35.389,1607,691,159.146,17.928,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,51,2499.845,99.106,39,137,349.618,95.142,1669,697,118.686,49.268,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,52,1264.803,82.355,27,137,151.154,47.973,572,715,156.801,40.941,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,53,468.721,113.704,84,137,105.755,38.122,925,718,128.29,22.271,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,54,399.281,120.081,93,137,96.464,31.496,409,723,143.13,23.401,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,55,3003.286,93.894,36,137,363.744,99.163,1774,752,159.55,62.688,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,56,672.081,118.686,81,137,138.173,44.82,2094,773,71.565,29.921,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,57,714.241,108.583,63,137,132.256,44.459,1185,766,157.068,30.706,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,58,570.401,114.383,78,137,112.212,45.123,750,786,29.249,21.873,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,59,1505.363,111.815,67,137,218.125,78.33,1091,813,30.174,35.418,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,60,580.321,121.145,86,137,157.137,47.973,335,785,156.801,22.265,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,61,669.601,118.352,88,137,145.079,50.048,972,783,114.146,25.149,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,62,748.961,104.503,44,137,127.262,44.82,1379,795,161.565,29.185,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,63,652.241,114.266,86,137,114.822,40.335,319,786,128.66,28.554,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,64,664.641,106.735,68,137,122.043,44.57,1592,822,57.995,25.354,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,65,540.641,106.904,73,137,100.154,33.665,794,810,10.784,28.366,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,66,372.001,110.713,79,137,74.193,26.21,409,810,147.265,20.243,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,67,1220.162,108.472,54,137,250.227,73.275,528,858,61.783,35.467,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,68,406.721,107.799,76,137,89.019,36.357,1309,826,17.65,18.899,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,69,1093.682,111.041,70,137,191.624,60.502,816,855,38.66,38.735,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,70,414.161,97.85,54,137,78.647,27.185,466,841,100.008,21.832,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,71,515.841,110.101,81,137,104.991,33.369,1577,857,19.29,28.346,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,72,587.761,110.92,76,137,115.902,40.15,1486,864,131.82,26.102,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,73,431.521,107.178,62,137,88.096,31.848,615,892,81.469,21.646,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,74,815.922,109.018,75,137,162.289,55.678,683,877,98.13,25.072,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,75,1083.762,108.753,76,137,158.217,50.418,1124,906,38.66,29.096,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,76,587.761,121.743,98,137,124.112,35.529,1608,898,167.196,31.771,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,77,637.361,117.35,89,137,154.304,51.272,1401,914,47.49,28.144,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,78,572.881,126.268,99,137,190.702,59.967,242,903,156.801,23.243,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,79,920.082,96.992,58,137,126.115,44.459,1738,912,112.932,34.646,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,80,352.161,112.662,78,137,80.334,27.906,979,931,73.61,18.311,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,81,488.561,103.548,69,137,86.251,32.12,309,919,101.31,23.622,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,82,674.561,114.871,91,137,114.98,37.333,883,936,152.354,28.346,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,83,352.161,109.887,69,137,81.257,30.94,1476,944,104.744,18.93,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,84,572.881,101.229,67,136,94.778,31.848,272,965,81.469,27.648,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,85,466.241,117.25,88,137,110.908,42.021,1573,947,167.005,18.898,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,86,453.841,114.224,70,137,97.927,34.394,67,961,15.945,25.848,100Si,12
data-raw/TEM Images 2021-12-01/image-j/100Si-12-1-results.csv,87,513.361,91.372,46,137,89.941,31.18,1660,984,45,24.498,100Si,12
